Indicator Category,Indicator,Year,Sex,Race/Ethnicity,Value,Place
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Male,All,60.3,"U.S. Total, U.S. Total"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Male,All,60.6,"Chicago, Il"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Male,All,61.3,"Boston, MA"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Male,All,65.7,"Philadelphia, PA"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Male,All,67.7,"Minneapolis, MN"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Male,All,71.3,"Indianapolis (Marion County), IN"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Male,All,74.4,"Kansas City, MO"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Male,All,76,"Columbus, OH"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,All,16.6,"Los Angeles, CA"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,All,25,"Phoenix, AZ"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,All,29.4,"Miami (Miami-Dade County), FL"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,All,31.6,"San Antonio, TX"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,All,33.8,"San Jose, CA"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,All,34.2,"New York City, NY"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,All,34.5,"Denver, CO"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,All,34.6,"Long Beach, CA"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,All,35.1,"Seattle, WA"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,All,36.2,"Minneapolis, MN"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,All,36.3,"Oakland (Alameda County), CA"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,All,36.3,"San Diego County, CA"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,All,39,"Houston, TX"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,All,40.2,"Washington, DC"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,All,42.1,"Boston, MA"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,All,46,"U.S. Total, U.S. Total"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,All,47.3,"Chicago, Il"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,All,47.3,"Fort Worth (Tarrant County), TX"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,All,49.9,"Portland (Multnomah County), OR"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,All,51.8,"Las Vegas (Clark County), NV"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,All,53.8,"Kansas City, MO"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,All,56.5,"Detroit, MI"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,All,58.3,"Philadelphia, PA"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,All,60.3,"Indianapolis (Marion County), IN"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,All,62.3,"Columbus, OH"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,American Indian/Alaska Native,0,"Indianapolis (Marion County), IN"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,American Indian/Alaska Native,26.8,"Denver, CO"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,American Indian/Alaska Native,30,"U.S. Total, U.S. Total"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,American Indian/Alaska Native,190,"Minneapolis, MN"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Asian/PI,17.1,"Phoenix, AZ"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Asian/PI,19,"Los Angeles, CA"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Asian/PI,20.7,"Chicago, Il"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Asian/PI,23,"Long Beach, CA"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Asian/PI,24.3,"Boston, MA"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Asian/PI,24.3,"New York City, NY"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Asian/PI,24.6,"U.S. Total, U.S. Total"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Asian/PI,25.7,"Minneapolis, MN"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Asian/PI,28.4,"San Diego County, CA"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Asian/PI,28.8,"San Jose, CA"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Asian/PI,30,"Las Vegas (Clark County), NV"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Asian/PI,32.6,"Oakland (Alameda County), CA"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Asian/PI,34.7,"Seattle, WA"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Asian/PI,42.4,"Philadelphia, PA"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Asian/PI,49.2,"Denver, CO"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Asian/PI,,"Columbus, OH"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Asian/PI,,"Indianapolis (Marion County), IN"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Black,23.5,"Minneapolis, MN"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Black,24,"Phoenix, AZ"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Black,29.2,"Miami (Miami-Dade County), FL"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Black,38.1,"New York City, NY"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Black,44.7,"San Diego County, CA"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Black,46.8,"Denver, CO"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Black,47.9,"San Antonio, TX"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Black,48.7,"Fort Worth (Tarrant County), TX"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Black,48.9,"Boston, MA"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Black,49.8,"Los Angeles, CA"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Black,50.5,"U.S. Total, U.S. Total"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Black,51.8,"Washington, DC"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Black,54.3,"Oakland (Alameda County), CA"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Black,56.7,"Las Vegas (Clark County), NV"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Black,56.9,"Detroit, MI"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Black,57.5,"Seattle, WA"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Black,58.1,"Houston, TX"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Black,59.3,"Kansas City, MO"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Black,61.5,"Long Beach, CA"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Black,62.8,"Chicago, Il"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Black,63.5,"Columbus, OH"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Black,63.6,"Portland (Multnomah County), OR"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Black,64.1,"Philadelphia, PA"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Black,74.2,"Indianapolis (Marion County), IN"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Hispanic,4.7,"Phoenix, AZ"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Hispanic,11.8,"Los Angeles, CA"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Hispanic,12.3,"Philadelphia, PA"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Hispanic,13.8,"Washington, DC"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Hispanic,14.3,"Minneapolis, MN"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Hispanic,17.2,"Long Beach, CA"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Hispanic,17.3,"Oakland (Alameda County), CA"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Hispanic,17.5,"San Jose, CA"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Hispanic,19.6,"Houston, TX"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Hispanic,19.7,"Chicago, Il"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Hispanic,19.8,"U.S. Total, U.S. Total"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Hispanic,19.9,"Boston, MA"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Hispanic,20.6,"New York City, NY"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Hispanic,21.4,"San Antonio, TX"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Hispanic,23.8,"San Diego County, CA"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Hispanic,24.2,"Fort Worth (Tarrant County), TX"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Hispanic,26.6,"Miami (Miami-Dade County), FL"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Hispanic,27.2,"Las Vegas (Clark County), NV"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Hispanic,30,"Denver, CO"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Hispanic,,"Columbus, OH"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Hispanic,,"Indianapolis (Marion County), IN"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Multiracial,5.6,"Phoenix, AZ"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Other,6.2,"San Antonio, TX"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Other,21.4,"Las Vegas (Clark County), NV"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Other,25.7,"Houston, TX"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Other,36,"Fort Worth (Tarrant County), TX"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Other,,"Boston, MA"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Other,,"Columbus, OH"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Other,,"San Diego County, CA"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,White,10.3,"Los Angeles, CA"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,White,27.5,"Washington, DC"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,White,28.3,"Oakland (Alameda County), CA"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,White,33.5,"Seattle, WA"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,White,34.6,"Denver, CO"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,White,37.4,"Minneapolis, MN"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,White,37.6,"Long Beach, CA"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,White,38,"Miami (Miami-Dade County), FL"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,White,40,"San Diego County, CA"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,White,40.6,"Phoenix, AZ"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,White,41.9,"Houston, TX"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,White,42,"New York City, NY"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,White,42.8,"San Jose, CA"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,White,43.3,"San Antonio, TX"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,White,47.8,"Boston, MA"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,White,48.6,"Chicago, Il"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,White,49.2,"U.S. Total, U.S. Total"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,White,51.4,"Kansas City, MO"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,White,51.4,"Portland (Multnomah County), OR"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,White,51.5,"Fort Worth (Tarrant County), TX"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,White,53.8,"Detroit, MI"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,White,55.9,"Philadelphia, PA"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,White,58.4,"Indianapolis (Marion County), IN"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,White,59.1,"Las Vegas (Clark County), NV"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,White,64.3,"Columbus, OH"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Female,All,13.3,"Los Angeles, CA"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Female,All,19.2,"Miami (Miami-Dade County), FL"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Female,All,24.2,"Phoenix, AZ"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Female,All,24.3,"San Antonio, TX"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Female,All,26.3,"Long Beach, CA"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Female,All,26.8,"San Jose, CA"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Female,All,27,"New York City, NY"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Female,All,27.4,"Minneapolis, MN"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Female,All,28.6,"Seattle, WA"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Female,All,28.9,"Denver, CO"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Female,All,29.4,"Oakland (Alameda County), CA"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Female,All,29.9,"San Diego County, CA"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Female,All,30.1,"Boston, MA"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Female,All,31.7,"Houston, TX"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Female,All,34.3,"Washington, DC"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Female,All,34.5,"Chicago, Il"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Female,All,36.5,"Fort Worth (Tarrant County), TX"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Female,All,37.1,"U.S. Total, U.S. Total"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Female,All,44.7,"Las Vegas (Clark County), NV"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Female,All,44.7,"Portland (Multnomah County), OR"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Female,All,45.7,"Detroit, MI"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Female,All,46.3,"Indianapolis (Marion County), IN"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Female,All,49.6,"Columbus, OH"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Female,All,49.7,"Philadelphia, PA"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Female,All,51.4,"Kansas City, MO"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Male,All,20.9,"Los Angeles, CA"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Male,All,25.4,"Phoenix, AZ"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Male,All,41.6,"Denver, CO"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Male,All,43,"San Jose, CA"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Male,All,43.2,"Miami (Miami-Dade County), FL"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Male,All,43.5,"Seattle, WA"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Male,All,44.3,"New York City, NY"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Male,All,44.9,"San Diego County, CA"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Male,All,45.4,"Long Beach, CA"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Male,All,45.6,"Minneapolis, MN"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Male,All,46.4,"Oakland (Alameda County), CA"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Male,All,48.6,"Washington, DC"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Male,All,48.7,"Houston, TX"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Male,All,53.3,"San Antonio, TX"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Male,All,55.7,"Portland (Multnomah County), OR"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Male,All,57.7,"U.S. Total, U.S. Total"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Male,All,58.1,"Boston, MA"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Male,All,60.9,"Las Vegas (Clark County), NV"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Male,All,62.6,"Fort Worth (Tarrant County), TX"
Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Male,All,65.8,"Chicago, Il"
